Line,GEBV_biomassfinalplant,GEBV_biomassfinalplot,GEBV_fruitlength,GEBV_fruitno,GEBV_fruitshapeindex,GEBV_fruitweight,GEBV_fruitwidth,GEBV_leafangledaily,GEBV_leafareadaily,GEBV_leafareadailyplant,GEBV_leafareaprojecteddaily,GEBV_leafareaprojectedplant,GEBV_yield
GPC00001,-26734.84359,-99239437.61,6.49684668,4.252401094,5.329486622,-4.899668097,-0.791761382,-0.021635411,-1526.452905,-340.482072,-914.5843682,-228.6211637,-0.825827933
GPC00002,-24121.77314,-92332285.07,-3.615154976,-20.42775885,-2.837157449,26.09555788,2.203560871,-0.011541359,-1150.311977,-260.4211989,-604.9192829,-148.0186316,-0.009928315
GPC00003,-29226.43716,-110345620,-1.805673246,-22.30726974,-2.372043454,14.45883584,1.81518119,-0.017863081,-1331.676863,-296.4583322,-644.8761289,-158.1617754,-0.06863094
GPC00004,-24083.63905,-87538943.52,-0.610400748,-19.15481585,-1.879109983,26.08591138,2.527388819,-0.027549098,-1090.083204,-260.7278823,-609.0928331,-160.1591897,0.430270249
GPC00005,-21306.07117,-82971420.77,-1.248544122,-13.81076992,-1.528583865,15.26359584,1.679794687,-0.015456583,-1283.77386,-283.068469,-693.2634456,-159.848897,-0.743153526
GPC00006,-27792.69293,-110031422,-1.928366877,-4.633545813,-2.306014293,22.05890923,2.076705029,-0.031239112,-1762.725316,-405.0572654,-975.3564855,-231.1320992,-0.691569618
GPC00007,-1563.732894,-2462002.66,1.705084421,-6.834497582,-0.05599127,-0.075468,0.259717638,-0.004559588,-291.2885194,-72.99790478,-200.2990631,-57.119635,-0.313925799
GPC00008,-2870.476035,-8759988.331,0.651091325,1.34845098,-0.366956716,-1.869787085,0.29401455,0.003263686,-219.1845806,-35.78161486,-100.1070363,-23.69944811,-0.26216814
GPC00009,-26423.21886,-97690070.13,6.460388289,3.326751731,5.213696715,-4.890422742,-0.773259651,-0.021813056,-1519.070745,-340.1874182,-907.7821211,-227.5411759,-0.803482237
GPC00010,-922.5723676,365964.8758,0.674964457,-11.48679525,0.639455419,-9.778683511,-0.729899056,0.012318947,-545.2344423,-103.548143,-288.2429926,-69.56125509,-2.361619887
GPC00011,-5579.966671,-20882692.9,0.495809594,5.912354053,-0.543486727,4.877841058,0.563119385,-0.004275274,-422.1051305,-81.64433834,-230.5842037,-51.67392541,-0.298137594
GPC00012,-37186.5407,-133017752.7,2.182033026,-1.595639198,2.195737726,-11.81492878,-0.837863111,-0.006247132,-2178.797261,-506.3331215,-1114.854981,-291.1374427,-2.787852148
GPC00013,-4728.292649,-15026163.09,-1.051535657,17.70943041,1.38344818,-18.72340313,-1.402261678,0.032015864,477.4816319,142.5796284,417.2602637,110.3922761,-4.417195697
GPC00014,5414.634646,26244135.29,-1.621265904,83.24550498,1.203291798,-17.8928829,-1.353528903,0.045060604,1352.961665,400.8116185,854.7317889,216.8950296,-2.54026816
GPC00015,-9966.439258,-28751910.14,-2.656392956,-2.197760994,-0.944559021,9.64468131,0.700523708,0.008162554,-582.4127537,-101.0146655,-305.8618654,-92.6991507,-1.991153601
GPC00016,-36480.61789,-133641323.7,-1.027212211,-21.67294006,-1.981676117,46.07485751,2.675542297,-0.021455253,-1780.999865,-436.8100763,-844.7864912,-222.2687119,-0.135514955
GPC00017,-31110.5847,-115025004.5,1.166684501,-21.74633735,-0.35701612,13.27460381,1.283305148,-0.019922434,-1326.109983,-317.6905938,-693.4743785,-177.0171512,-0.405343676
GPC00018,-27852.2126,-97893080.39,-1.371208484,-21.76090979,-2.232788267,46.00110051,2.759194055,-0.023566882,-1340.810802,-332.665455,-665.7177577,-182.6866228,0.210049805
GPC00019,-18730.7333,-72256349.37,-3.445379324,7.368450748,-2.389915032,21.69123075,1.589385667,-0.011040178,-1065.143015,-233.9873941,-529.3851409,-127.0704983,-0.797691743
GPC00020,-29389.91115,-105779209.7,-0.508127619,-13.19838617,-1.751305713,18.6714549,1.847383079,-0.037269086,-1730.812628,-428.3936124,-992.6060662,-255.5281975,-0.246890415
GPC00022,-26422.25222,-97312304.97,-2.997514439,-30.65689309,-2.080608518,17.46900068,1.548204293,-0.01481286,-1676.286269,-381.9648038,-861.2333535,-213.8667247,-1.264935627
GPC00023,-39347.69926,-144697392.6,-1.758537691,-10.71074589,-2.070667631,23.13132868,1.928707184,-0.024439224,-1975.711663,-475.5925517,-976.5872308,-247.566149,-0.823476234
GPC00024,-25112.89549,-94074847.12,0.1327034,-7.440675287,-1.336295952,24.87417976,1.813329619,-0.020790557,-1223.952355,-295.3426701,-652.2091292,-166.8234209,0.243616831
GPC00025,-9956.698443,-39313615.68,-1.053480259,-11.85874032,-1.66177772,12.61338215,0.983611523,-0.023013926,-1059.57811,-211.4066027,-604.053161,-142.3736603,-1.103477471
GPC00026,-29853.89067,-110129006,-0.210315271,-13.86684326,-0.029339018,5.368161882,0.696798235,-0.014432172,-1494.150959,-324.5477673,-754.8235202,-187.4835709,-1.463194727
GPC00027,796.5253769,663587.7092,0.311625685,-3.626544575,0.4848168,-11.23355689,-0.633734245,0.006802431,-293.9956423,-34.90547684,-113.6992324,-15.14707963,-1.516045105
GPC00028,-22373.96005,-80821294.96,-1.798645416,-17.3831082,-2.119692113,21.66112224,2.154359275,-0.018003228,-1335.887251,-323.0687583,-647.7134284,-161.8042747,-0.686305948
GPC00029,-28615.73635,-110210348.9,-2.282869721,-23.84580414,-2.528902073,35.9706879,2.467946479,-0.017475442,-1471.972961,-344.4170153,-696.073595,-168.1418648,-0.323396311
GPC00030,-36595.75086,-137530453.4,-1.876969087,-23.67201741,-1.795884771,37.03048559,2.301672548,-0.014161958,-1745.576619,-404.4627629,-844.2455882,-208.6675269,-0.685994238
GPC00031,-17254.74631,-65514523.58,-3.616909592,-4.834102092,-2.494361811,17.81265252,1.98870714,-0.013321466,-1434.280777,-323.8599394,-755.0687474,-183.7234741,-0.862585716
GPC00032,-16799.68428,-63455789.65,-3.990170157,102.1751831,0.272862737,-26.54419814,-1.888807814,0.013233804,417.2205028,147.6120337,299.2966528,94.25016853,-4.475391453
GPC00033,2765.166622,12705324.89,-5.371646578,92.83743736,-1.357468917,-16.97480807,-0.775487345,0.002506085,168.6440909,155.7886838,84.71754997,34.22697815,-3.304033888
GPC00034,6742.747581,-7158035.02,-4.742485833,165.4939592,-0.870445388,-18.49679684,-1.471984306,0.018911604,2109.030707,792.8523953,1207.91827,451.2374006,-3.103030502
GPC00035,-9463.635718,-38955065.23,0.417681334,-11.12507414,-0.566860077,1.562663607,0.235805277,-5.92E-04,-403.8347023,-57.55596823,-160.6004945,-26.96499256,-0.71725074
GPC00036,-26976.13531,-100980295,-1.349272619,-11.82330138,-2.141132666,31.83410443,2.006420066,-0.021545992,-1467.492578,-316.104933,-787.9786248,-192.0869498,-0.467147738
GPC00037,-23112.59535,-88003842.18,-0.910469904,-30.88581865,-1.591219193,9.82410442,1.05335423,-0.010752189,-1508.170803,-333.52541,-724.7240621,-177.3323035,-1.025075953
GPC00038,-31503.04309,-119775828.6,-4.885969878,5.697338757,-2.792744905,15.41051698,1.353557595,-0.007343909,-1121.64403,-238.1208201,-471.4374435,-104.1190463,-1.23076384
GPC00039,-5068.077297,-15133458.72,-0.303380324,16.09062547,1.598770737,-17.87225042,-1.372918617,0.033487441,447.2357215,131.3595904,391.0654019,102.0774992,-4.252613109
GPC00041,-5803.49678,-18516547.26,-0.405239781,12.93711664,1.660081647,-18.11973396,-1.365402481,0.033060778,459.464795,138.3698507,402.684798,104.9970861,-4.198642732
GPC00043,-29065.04666,-109734166.9,-2.663820115,-20.45604411,-2.464326501,37.75279858,2.603565167,-0.01664119,-1569.253863,-371.2137172,-751.8788669,-187.2081409,-0.267140152
GPC00044,-3606.281265,-14369238.24,-1.589609465,11.23132086,-0.41130912,-0.326952736,0.042305015,0.01474215,-174.3443751,-3.811119865,-41.26282555,2.461270449,-1.491311064
GPC00045,-4116.639596,-6996239.445,-0.980357122,-3.064983215,1.433727002,-11.71621235,-0.742400503,0.022887737,-236.0080172,-48.32208715,-85.75403849,-38.0016058,-2.95706719
GPC00046,-3148.956305,-9430427.66,-0.939399834,23.16467873,1.498673017,-19.91257429,-1.456760571,0.035056811,594.5209857,172.7688439,485.0314357,129.2522349,-4.29349337
GPC00047,-9251.931829,-30175535.07,-2.263532369,16.95086672,0.167284103,-16.3224011,-1.097303427,0.025461374,249.6985663,85.6706061,276.252929,70.93527529,-3.785456047
GPC00048,-8803.831237,-23897621.94,3.468126668,-11.47626037,1.068875429,5.183417785,0.32205098,-0.003274371,-758.5218887,-175.5066733,-397.5652594,-111.8446018,0.738763111
GPC00049,-3290.575212,-8333203.729,-0.587666678,16.7845649,1.668725549,-19.21560279,-1.39499389,0.038648287,624.4933065,172.5791747,507.1285218,130.4922792,-4.023814196
GPC00051,-6604.499756,-19596501.42,-2.249256114,16.54328649,0.101693542,-16.02955906,-1.03586269,0.027490299,437.9376739,128.9969647,392.2075541,98.95488897,-3.615201968
GPC00052,-5565.410912,-10452506.22,-0.247090007,30.32657897,1.538436174,-23.04110094,-1.568769686,0.035853363,543.1131024,156.4463748,443.7067082,105.6760608,-3.354796053
GPC00053,-7281.012762,-22929292.37,-2.288920988,18.39773808,0.176643775,-16.74817759,-1.108912775,0.026247714,350.3727711,109.3299823,332.2596528,85.56467118,-3.720684089
GPC00054,7468.221556,-5299562.212,-4.799595842,166.58544,-0.863036683,-18.5844074,-1.481809995,0.019263072,2119.538265,798.2518026,1212.19928,455.0631602,-3.11698309
GPC00055,-29688.44808,-107044362,-1.40934222,-23.5144917,-2.58915898,26.74881968,2.50093616,-0.017442058,-1432.802098,-344.2657477,-696.8464424,-183.0620646,0.478487733
GPC00056,-34033.3498,-125697982.3,-1.637142803,-29.67218291,-2.529880859,48.35476481,2.989111998,-0.016314513,-1636.45119,-384.733248,-769.836224,-198.9111468,-0.410263376
GPC00057,-33660.48273,-125704207,-0.520850438,-15.67017322,-1.914903325,31.89574756,2.116861474,-0.022909917,-1736.676022,-401.9994717,-861.151916,-220.9671613,-0.667395406
GPC00058,-27151.9277,-99160293.53,-1.336015961,-30.25255519,-2.389853174,44.73210559,2.637644549,-0.025214587,-1371.858429,-334.6954651,-694.8992398,-183.0990276,0.059504489
GPC00059,-30418.90202,-116333711.8,-2.231518403,-16.59932448,-3.244614523,25.33490993,2.315622195,-0.009887565,-1673.513959,-366.1867343,-755.1046312,-181.8038252,-0.353882905
GPC00060,-36177.07493,-134447796,-1.147646413,-21.52644027,-2.046499083,30.10823651,2.007994203,-0.015434882,-1622.842755,-377.517776,-799.6251534,-209.9586035,-1.193399372
GPC00061,-31275.537,-114425388.4,-2.064074624,-14.62737327,-2.405693387,42.0792256,2.685876947,-0.01743905,-1417.33716,-341.4543902,-658.7123809,-175.8054364,-0.424897059
GPC00062,-26079.72779,-92375429.16,-1.418774238,-22.25389288,-1.40817153,17.73557658,1.49923907,-0.014959415,-1206.857976,-291.2398902,-627.3254624,-172.4943972,-0.944817966
GPC00064,-4255.524106,-13706779.73,-0.686499874,18.24719806,1.649142243,-18.53203764,-1.419376761,0.033953196,497.1822102,148.8190479,411.6745137,110.561628,-4.416714223
GPC00065,-1402.982733,-3525672.946,-0.705949534,16.74661744,1.517352384,-19.15082564,-1.384142225,0.036124141,613.2863069,179.5899893,492.1445301,130.6007115,-4.152561789
GPC00066,7775.542703,37649119.83,-0.494588217,54.41306587,1.591603985,-28.89018833,-2.134391701,0.043444104,1267.555285,352.9974115,690.982862,173.7701087,-3.680958869
GPC00067,-18543.35346,-66523334.41,-0.315659357,0.937612305,2.471131639,-13.46000431,-1.019952018,0.02863171,-136.4369744,-14.89814694,84.46756541,32.80114892,-5.547498889
GPC00068,-5481.245469,-17867002.92,-0.286550055,15.87951446,1.69130969,-18.73470183,-1.40699594,0.035117194,505.0276483,151.446365,431.2833719,114.1254094,-4.135147109
GPC00069,-3400.731486,-11302792.53,-0.569253037,21.06762143,1.68027025,-18.49632757,-1.405066972,0.033815899,555.4026799,168.5441663,442.694569,120.2431939,-4.199961525
GPC00070,1962.702125,10288778.28,-1.082240887,9.282259198,0.509120556,-15.38194026,-0.950490861,0.025349393,499.4476159,140.8380807,392.270396,105.4690341,-3.030904063
GPC00071,-4803.09159,-16770256.32,-0.540119761,13.93622754,1.445358482,-18.49223672,-1.337260754,0.032447424,519.0173659,159.5436889,425.6355175,115.243509,-4.305732854
GPC00072,-11581.67805,-40202693.54,-0.066245194,6.596412597,2.151637823,-13.4651584,-1.14152797,0.03021181,119.0538482,40.9905847,217.8788325,62.5617384,-5.110240425
GPC00073,-8956.636241,-31930420.77,-0.082025507,3.498256446,2.318104333,-14.86441013,-1.209451056,0.027079476,175.4297488,63.56025584,225.7994387,68.0970319,-5.016103727
GPC00074,-25423.55759,-96529175.99,2.390241912,-16.3012884,-0.609708545,19.9916045,0.991053655,-0.014823234,-1457.719967,-324.9129189,-790.0478218,-197.1422284,-0.324097586
GPC00075,-25688.08495,-92992729.31,-1.092962845,-22.80208401,-2.04334749,26.46547693,2.343372071,-0.029730618,-1670.232125,-350.2506941,-869.8908336,-216.9846615,-0.52094686
GPC00076,-25355.0365,-91564458.01,-1.04091379,-21.20563459,-2.087691825,26.84557851,2.353760363,-0.030627098,-1700.267166,-357.7478321,-889.5100574,-222.4794742,-0.54909025
GPC00077,-2292.676361,-4524645.344,-1.940213249,46.05841353,0.651450897,-17.94786787,-1.291040056,0.035281196,691.7944716,209.1811375,522.9578645,132.8147512,-3.655235635
GPC00079,-10904.1624,-35519880.88,-2.244288195,31.50873185,0.55250855,-19.85242125,-1.403473884,0.039041815,364.6069221,129.1042553,345.3090106,81.46587416,-4.199714007
GPC00080,-10855.69805,-38874607.72,-2.42311528,34.99000864,0.132064241,-14.78724387,-1.038960363,0.03798066,632.1071794,203.0692473,531.5105211,139.7484428,-3.76262261
GPC00081,-5795.8256,-15695191.47,-3.718883599,54.92499269,0.542575044,-19.08383705,-1.372136477,0.037139764,226.9063245,119.5906959,188.1108405,44.32345368,-4.126699423
GPC00083,-5005.953413,-13754547.1,-1.158690616,18.79897963,0.52286847,-13.73861479,-0.956969719,0.036821455,545.9665825,151.5157555,413.3618184,101.4862572,-2.875089959
GPC00084,-7222.302824,-24185679.96,0.326263437,25.94962702,1.229555095,-2.164040686,-0.132646682,0.012590573,-400.0374418,-78.3864006,-218.9066984,-51.71194463,-1.023856127
GPC00085,353.6186519,-1723841.163,-0.920387961,40.40427385,0.986105049,-20.9983076,-1.363841671,0.020498498,-63.33897419,15.62591669,38.47611115,24.44457347,-2.407331576
GPC00087,-11558.83115,-41886657.16,-2.550077471,35.92439913,0.425857704,-19.80300357,-1.305370893,0.038841546,561.9870974,183.9344174,484.8619952,128.9855529,-3.933993541
GPC00088,-6932.862532,-22073126.5,-3.935049241,14.95574544,-0.122723536,-19.19156231,-1.242527455,0.029551319,189.0743032,122.8813234,195.2495342,54.04938046,-4.531410758
GPC00089,-10359.454,-34270283.98,0.443279354,28.18882586,1.370588346,-11.83468866,-0.971542037,0.026303948,-604.8759116,-106.1374978,-279.2172901,-66.44621804,-2.315185341
GPC00090,308.7601228,779719.0978,-1.484797257,24.22631682,1.097593158,-24.60771042,-1.415441724,0.035380509,332.0624869,137.4405334,268.7801492,84.44452508,-2.911330403
GPC00091,-6758.349342,-23351864.2,1.467433431,-18.76540774,0.546979738,-3.759440571,-0.184808124,0.004279494,-419.1474385,-93.94652367,-264.2239417,-65.87983561,-1.287049654
GPC00092,-27245.41,-99765932.69,0.82435619,-0.882130851,-0.54990863,15.65039941,1.433472621,-0.010289558,-1414.608988,-321.1212935,-808.7214044,-202.1972834,-0.301897725
GPC00094,-14915.09675,-47214690.67,-3.25382519,30.01707079,-0.073249136,-20.98035502,-1.354903938,0.037067891,127.1378676,80.63984562,217.0730003,42.73167769,-4.285045511
GPC00095,7424.751003,29084763.42,0.77806858,34.0633731,2.122179106,-18.34577175,-1.392639578,0.038711465,639.3143107,184.5734564,396.7628555,109.2191334,-2.720493751
GPC00096,2246.920889,11652485.93,1.062332858,5.273360106,2.147183772,-14.91496566,-1.147441687,0.044258265,907.0852773,250.6728731,615.1923588,149.8178162,-1.75565745
GPC00097,2269.666273,13573651.32,-1.228083249,38.15026868,1.065144363,-18.28466593,-1.211864774,0.043215085,636.4296215,202.573038,428.0885127,108.4707764,-2.564212398
GPC00098,237.6669701,652068.8996,0.352882511,8.56545202,0.320436338,-12.14085248,-0.576921741,0.01417549,-93.92059773,-13.15317898,8.354627995,11.14240284,-1.625205188
GPC00099,11268.71408,42912011.79,-2.002984918,55.6531249,0.633416848,-18.85902978,-1.164922281,0.038789453,1016.964416,331.9856069,590.6361894,163.8948435,-2.555156857
GPC00100,-765.445579,5741251.133,-1.875510403,61.28224215,0.6333645,-16.15294811,-1.112481696,0.040234291,843.7276901,258.3024339,588.0514746,143.2737806,-2.902300104
GPC00101,18490.26584,71163712.01,-1.805797234,82.51636966,0.837464796,-18.60125193,-1.410856461,0.038581321,1032.369843,358.1195355,539.0843747,149.1006301,-2.143270514
GPC00102,11054.41885,46106232.43,-1.541568918,84.99667386,1.200933003,-18.72049658,-1.431224444,0.036669211,997.9327644,345.3886908,512.7377213,136.876373,-2.158511449
GPC00103,3989.799944,17661021.05,-0.980429683,55.86002892,1.79664629,-27.38703423,-1.858448667,0.041036454,915.0505785,280.7155103,586.2276632,154.9250091,-3.007773278
GPC00104,-27174.97182,-98670037.19,-1.994153247,12.97724194,-0.650698918,-1.278507696,0.20969345,-0.010927278,-1942.821862,-466.0962339,-1021.357993,-262.5791381,-2.667700935
GPC00105,3085.622161,15645309.06,-2.741901822,68.90075672,1.406582046,-21.01336449,-1.639067185,0.030835472,851.6797438,268.8635164,519.545344,133.5755246,-4.019655616
GPC00106,-2098.169279,-4210724.464,-2.821470348,23.81054666,0.291919917,-18.49320393,-1.197191807,0.039389915,399.4022022,189.8499416,322.1430771,88.67153715,-3.795880458
GPC00107,5894.394839,15718025.77,-2.75059681,37.5873919,0.578651932,-17.76942625,-1.473140297,0.042320325,676.8727086,256.9476732,403.0517034,143.8219156,-3.379171898
GPC00108,-1336.503108,-1241395.312,-4.520501491,64.54959475,-0.854556265,-20.01100754,-1.469240571,0.036374209,400.2858835,147.4381806,286.7331577,76.01138494,-4.573047598
GPC00109,-17465.76898,-72287206.17,1.034886543,26.61811649,-0.055505351,-2.898313001,-0.235781061,-0.002000438,-951.0800156,-199.3794072,-469.2239319,-97.66791413,-1.003205607
GPC00110,-3310.570755,-7156769.639,1.156560321,-33.33405661,0.816669719,-9.563302968,-0.493112458,0.010892514,-304.0757983,-50.87680723,-140.308904,-37.88884327,-1.632479901
GPC00111,-22073.53041,-79759733.93,0.927559053,3.756705069,1.394182019,-6.912905306,-0.435697178,-0.008381969,-1156.086346,-258.6180128,-593.2154089,-152.268011,-2.628282507
GPC00112,-4654.34545,-17959528.15,1.051286244,3.067968895,0.006178616,0.42849609,0.208564943,9.12E-04,-529.9128001,-93.18743515,-321.1067359,-69.44977683,-0.604474891
GPC00113,-4303.342144,-15982590.46,-2.317788907,45.91489499,0.574975369,-19.69317361,-1.475699762,0.027886823,-121.4149544,17.1301678,5.332111918,12.82073291,-2.931264813
GPC00114,-26968.24156,-100989527.8,-1.905642181,-35.21898463,-2.118267374,27.00080114,2.346976297,-0.040599266,-1675.536826,-388.9284428,-935.662022,-234.7771336,0.370880366
GPC00115,10052.96054,44465894.74,-1.995140647,122.5727893,1.098476037,-20.27817172,-1.608383001,0.046703186,1218.359015,385.8881145,721.0465536,188.2038027,-3.059805758
GPC00116,-8157.669216,-21510319.27,-5.040418415,31.86207395,-1.072641579,-12.85882608,-0.786654418,0.028681361,65.73983982,45.58510175,216.9137317,39.00260715,-3.342331331
GPC00117,14645.1819,56210999.54,-1.760201245,103.5943829,1.070659566,-18.59695952,-1.443864936,0.041683747,977.7709507,352.2335293,516.164327,145.0575424,-2.475413783
GPC00118,-5897.907458,-14952740.59,1.390121029,7.360995037,1.04114283,-11.58094974,-0.724712074,0.015636951,-157.3556991,-28.7192213,-20.8523477,-13.94144998,-2.149082836
GPC00119,-4122.995511,-10500754.94,1.245275459,-8.887963563,0.480060056,-9.529270262,-0.462473607,0.00427817,-503.5506972,-138.117134,-293.2377647,-82.5218748,-1.507232297
GPC00120,-9780.958618,-30484580.64,1.492756764,-13.06516591,0.801072644,-12.59072219,-0.794662969,0.007920823,-522.2978467,-132.6541852,-259.0754642,-72.74598881,-1.825295155
GPC00121,-3036.949769,-8921623.043,-3.850334892,63.54897143,0.950920416,-27.07177625,-2.039204366,0.040553726,344.4457307,164.945072,251.1164373,74.60709321,-4.396250749
GPC00122,993.4543932,7425511.855,-2.075967546,63.98923426,1.753273799,-26.21682727,-1.950909432,0.038320862,747.0419148,259.5007571,472.1690879,125.0168156,-3.371848114
GPC00123,-7456.846805,-22231111.19,1.309021892,18.51010968,1.61253901,-5.559644283,-0.548002159,0.03307325,115.8574934,46.86503718,87.26388576,19.8448226,-0.919757028
GPC00124,-26546.22846,-106594150.2,1.199788811,30.90528958,0.837534638,-1.847947612,-0.209042163,-0.006466729,-1501.887705,-330.9694371,-819.899467,-184.3005464,-1.445444501
GPC00125,-26626.45117,-96944285.3,-2.150815203,-27.24688403,-2.602291694,22.78029607,2.093695011,0.001183799,-1146.665609,-275.809866,-512.1422087,-136.5117152,-3.79E-04
GPC00126,-9472.429989,-29397954.46,0.72355595,20.56551834,1.288442511,-6.23602731,-0.552644579,0.005863791,-395.9063849,-97.06346677,-177.1724003,-53.61342072,-1.610580914
GPC00127,-36105.51315,-136016447.5,-3.062573876,-11.32259088,-2.385375764,24.41952893,2.451468858,-0.022698543,-1886.030764,-440.1282979,-977.9096011,-241.8383206,-0.819112288
GPC00128,-9827.893111,-37951861.4,-0.434395339,17.78881402,2.249502106,-14.41026744,-1.175936458,0.026384754,55.53651317,42.58299404,158.5811095,59.96180041,-5.330186504
GPC00129,-9539.005154,-31139472.34,-1.909693366,22.31348674,-0.514968652,-3.479577869,-0.164632383,0.017014366,153.1751806,63.94040077,161.606574,36.05249619,-2.869821206
GPC00130,1442.660596,7803858.366,-2.628502966,43.36988301,0.538473949,-15.11126984,-1.201101197,0.035381868,591.829969,192.4465293,465.0778103,118.5510112,-2.64580982
GPC00131,-22955.74169,-83087731.29,1.551095661,-12.7685548,-1.3562217,28.12774081,1.820205973,-0.019123273,-1598.434358,-383.0311941,-879.275178,-230.9315517,0.619982373
GPC00132,-33891.73492,-126206161.1,-0.47537678,-15.35623211,-1.891392362,31.81109534,2.093209301,-0.023556613,-1756.070496,-407.7807732,-873.5489327,-224.8273948,-0.711811483
GPC00133,-15255.0157,-57585173.55,-1.221543337,-41.36336092,-2.244887279,13.91847433,1.308495185,0.008174146,-769.7391639,-166.2706594,-310.1621676,-75.89501427,0.148166029
GPC00134,1280.257909,12252766.1,3.027931932,3.16867277,3.004620546,-12.57219866,-1.062185088,0.047955612,1204.950203,326.6498419,703.9089153,173.1505558,-1.395574869
GPC00135,14466.78899,60800525.17,-4.400395387,200.3081841,0.566067093,-23.53596641,-1.834335438,0.041690242,850.9607209,404.2732957,487.5189512,126.4374474,-3.452879622
GPC00136,-22965.27595,-85107857.26,-4.077001275,98.81464273,-1.082764378,-22.24577655,-1.354570696,-0.015737175,1091.882546,326.7371987,563.5230345,152.6059573,-1.481605516
GPC00137,253.0485438,12719255.65,-2.996435968,9.691479844,-0.434167091,-9.78305746,-0.458371817,0.029730692,528.4980941,143.336815,398.197819,85.94396211,-2.703349643
GPC00138,-9917.070746,-35565429.84,0.345619932,-24.50821533,-0.263393356,8.962072637,0.750422127,-0.009521999,-1088.280729,-233.3071477,-579.9069347,-148.3363108,-0.378256503
GPC00139,-12997.45,-46284382.15,1.389484187,-0.956103604,0.903963456,-5.255660254,-0.318594974,0.00773773,-1015.076361,-218.5749421,-507.3106451,-127.4735058,-1.521335226
GPC00140,-9039.422312,-34628797.49,-0.119433114,-12.6756794,0.258769372,-8.463244618,-0.474573564,0.023254238,-452.3655215,-70.04815568,-162.4749311,-39.12066277,-2.015246731
GPC00141,-9405.766413,-32800715.3,-1.392788683,42.62213067,0.31529335,-10.18379147,-0.725691362,0.019209045,-30.84513434,8.420850678,31.78809364,10.64491954,-2.479146585
GPC00142,-15370.19972,-52550667.66,-1.483745889,37.26279152,-0.328359973,-14.40582083,-0.513773813,0.019138157,-238.5276463,-14.4037706,-48.60266194,-13.49127834,-1.701263968
GPC00143,-13691.43058,-56837712.8,-1.876626429,-21.99745505,-2.070632653,16.66658657,1.334526382,0.002211641,-722.8435223,-125.1537482,-363.2582335,-75.69500736,-0.152719778
GPC00144,-14535.14511,-46334757.74,-2.288840636,32.9054837,-0.925978022,-1.152567944,0.060910177,0.024138742,-302.8805701,-42.45981022,9.525384279,-1.851937997,-3.047237917
GPC00145,1243.456769,4988556.618,-1.578177814,49.49181948,-0.018725179,-13.16953214,-0.691421817,0.029651876,933.152516,305.9445543,577.5539976,154.9310408,-1.757303868
GPC00146,-20323.63474,-72042290.56,-4.405788654,-5.939487617,-1.992615396,-8.524329989,0.371344777,0.00232206,-1710.338286,-395.7407192,-877.7107014,-223.5848143,-2.726028947
GPC00147,-15183.18062,-56621565.85,-0.637168455,54.14115648,0.347523928,-7.214350638,-0.396492592,0.009037075,61.04242737,59.31066054,8.330867894,25.42248591,-2.164633389
GPC00148,-9939.66387,-34021915.29,-3.928648478,-4.634030807,-1.944004214,-3.417723519,0.644580151,0.004668062,-846.1335235,-211.8698263,-458.1700799,-125.7963453,-1.856111465
GPC00149,-31844.20628,-114189169.1,-2.226992543,-20.8791047,-2.55138507,42.45315001,2.900593336,-0.015410598,-1459.816591,-359.0459966,-703.0080212,-186.5759058,-0.274303135
GPC00150,-9759.616597,-35123098.59,2.951579589,8.683033299,1.398533419,2.554853237,-0.045014136,0.002912251,-460.0543407,-70.754782,-217.3748871,-51.34063167,-0.498670435
GPC00151,3382.963428,13258373.37,0.102184268,32.70653934,1.24704399,-17.25012591,-1.045689274,0.035558007,598.5697181,208.4698747,439.8918924,120.726257,-1.448722835
GPC00152,-34039.25212,-125630678.8,-1.439162421,-27.36632251,-2.624860509,49.38693878,2.975897083,-0.016462772,-1654.916913,-389.7919969,-782.414833,-202.3103611,-0.2193736
GPC00153,-25342.25372,-98710984.04,-2.947536348,22.14520349,-1.937944775,17.50014345,1.293806975,-0.008241186,-1466.639554,-300.0802506,-717.4360017,-165.0289876,-1.058809352
GPC00154,-5417.293583,-14750767.37,-1.972166879,19.58118262,0.338507332,-16.67458044,-1.133566509,0.027814519,466.6826063,133.8133074,395.7754103,98.36580855,-3.448072623
GPC00155,-6115.759382,-18684552.76,-2.105260952,18.28601026,0.147402458,-15.43705385,-1.009998715,0.025543203,405.1846355,123.5010909,366.2315356,94.98711247,-3.468987551
GPC00156,-7443.049495,-26003512.88,-2.247842116,16.98118022,0.089572115,-15.33191202,-1.003683237,0.026356485,374.4229114,123.6970011,348.3971448,93.87866536,-3.493513007
GPC00157,-6838.272265,-20950323.54,-2.08075549,15.36427647,0.188147963,-16.55422711,-1.060668961,0.028635279,429.093464,130.4970295,384.9745946,98.02520344,-3.537479561
GPC00158,-1857.55191,-3393017.646,-0.634372533,17.14171898,1.494504335,-17.68517405,-1.33770024,0.03380777,589.0515436,163.8670335,464.2029871,121.4976026,-4.121154876
GPC00159,-6388.581961,-18362922.1,-2.406717327,21.00705582,0.153744248,-16.31119923,-1.094048285,0.029421809,485.3845231,141.9969802,409.0476318,102.1296476,-3.634017035
GPC00160,-1170.529514,691887.1073,-0.995375237,12.92547943,0.399901058,-14.56875432,-1.02538638,0.026378677,526.3372034,135.7720859,409.9339542,101.5178779,-3.25785905
